index,category,title,tags,age_rating,rating_description,description,representation,duration_txt,duration_sec,first_broadcast,synopsis_medium,image,showId,description_all,vader_scores,vader_polarity,vader_sentiment,sentiment,rating_description_score,synopsis,synopsis_nostopwords,unsuitable_ratio,unsuitable_ratio2,age_rating_numeric,cas48,cas911,cas1214,cas1517,diversity,similarity,similarity_scaled,diversity_scaled,recommender_score
147,Entertainment,Strictly - It Takes Two - Series 19: Episode 53,"BBC, iPlayer, TV, Strictly - It Takes Two, Series 19: Episode 53",U,no material likely to offend or harm,Janette Manrara chats to one of the remaining couples.,3.0,29 mins,1744,6:30pm 8 Dec 2021,Janette Manrara chats to one of the remaining couples to find out all the latest backstage news and gossip.,https://ichef.bbci.co.uk/images/ic/1200x675/p0b8ywgb.jpg,148,Strictly - It Takes Two - Series 19: Episode 53Janette Manrara chats to one of the remaining couples to find out all the latest backstage news and gossip.Janette Manrara chats to one of the remaining couples.no material likely to offend or harm,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.6908}",-0.6908,Negative,0.9987,0.9854,Janette Manrara chats to one of the remaining couples to find out all the latest backstage news and gossip.,janette manrara chat one remaining couple find latest backstage news gossip.,-0.0,-0.0,1.0,0.69682,0.74609,0.79463,0.8425050000000001,0.9877537142783503,0.0,0.0,0.671689795725797,0.22389659857526567
172,Comedy,Not Going Out - Series 8: 6. Marriage Guidance,"BBC, iPlayer, TV, Not Going Out, Series 8: 6. Marriage Guidance",15,"moderate bad language, moderate innuendo",How will Lee and Lucys marriage fare after marriage counselling?,1.0,28 mins,1676,9pm 24 Feb 2017,Sitcom. How will Lee and Lucy's marriage fare after marriage counselling?,https://ichef.bbci.co.uk/images/ic/1200x675/p04stc33.jpg,173,"Not Going Out - Series 8: 6. Marriage GuidanceSitcom. How will Lee and Lucy's marriage fare after marriage counselling?How will Lee and Lucys marriage fare after marriage counselling?moderate bad language, moderate innuendo","{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.594}",-0.594,Negative,0.9938,-0.9993,"If Lee and Lucy's marriage wasn't in trouble before they go to marriage counselling, it is by the time they leave.","lee lucy 's marriage n't trouble go marriage counselling, time leave.",-0.0,-0.0,0.21,0.06189999999999998,0.011935000000000001,-0.09849499999999994,-0.30857999999999997,0.987637706821323,0.0,0.0,0.6650393561414987,0.22167978538049957
112,From the Archives,Spooks - Series 7: Episode 7,"BBC, iPlayer, TV, Spooks, Series 7: Episode 7",15,strong violence,Harry is imprisoned and accused by MI5 of being the Russian mole.,3.0,59 mins,3560,10:30pm 24 Nov 2008,Drama series about the British Security Service. Harry is imprisoned and accused by MI5 of being the Russian mole. Lucas goes to Moscow to get to the bottom of Harry's arrest.,https://ichef.bbci.co.uk/images/ic/1200x675/p085j75y.jpg,113,Spooks - Series 7: Episode 7Drama series about the British Security Service. Harry is imprisoned and accused by MI5 of being the Russian mole. Lucas goes to Moscow to get to the bottom of Harry's arrest.Harry is imprisoned and accused by MI5 of being the Russian mole.strong violence,"{'neg': 0.25, 'neu': 0.708, 'pos': 0.041, 'compound': -0.9022}",-0.9022,Very negative,0.9968,0.9846,"Drama series about the British Security Service. Harry is imprisoned and accused by MI5 of being the Russian mole. Lucas disappears to Moscow in a bid to gather intelligence and get to the bottom of Harry's arrest, whilst the rest of the team try to prove his innocence on the Grid. But with so much evidence against him and a traitor amidst the team, things aren't looking good for Harry.","drama series british security service. harry imprisoned accused mi5 russian mole. lucas disappears moscow bid gather intelligence get bottom harry 's arrest, whilst rest team try prove innocence grid. much evidence traitor amidst team, thing n't looking good harry.",-0.0,-0.5,0.21,0.38428000000000007,0.44601,0.54647,0.64632,0.9876150515553715,0.0,0.0,0.663740582068371,0.221246860689457
131,Sports,A View from the Terrace - Series 4: Episode 4,"BBC, iPlayer, TV, A View from the Terrace, Series 4: Episode 4",U,clean,Shaughan is back as Judy Murray lines up for a brand new football concept.,,58 mins,3480,10:30pm 22 Oct 2021,Shaughan is back as Judy Murray lines up for a brand new football concept.,https://ichef.bbci.co.uk/images/ic/1200x675/p09zrt0w.jpg,132,A View from the Terrace - Series 4: Episode 4Shaughan is back as Judy Murray lines up for a brand new football concept.Shaughan is back as Judy Murray lines up for a brand new football concept.clean,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.998,0.9973,"A View From the Terrace is back and so is Shaughan’s 'Hullo!'. Joel’s found a hill he is willing to die on in support of Dave Cormack. Telfer is looking for Scottish football’s next breakout star in Chairman of the Board before the gang go into their Social Media Search History.In Half and Half Scarves pop sensation Tinie Tempah is in the studio... sort of. The boys pick out the best bits ahead of A Great Big Weekend of Scottish football and can the mob bounce back in The Banker?We visit a concrete monolith in the Borders, get our flicks from kicks in the world of Subbuteo and relive the moment Albion Rovers shocked Motherwell in the Scottish Cup.","view terrace back shaughan ’ 'hullo!'. joel ’ found hill willing die support dave cormack. telfer looking scottish football ’ next breakout star chairman board gang go social medium search history.in half half scarf pop sensation tinie tempah studio... sort. boy pick best bit ahead great big weekend scottish football mob bounce back banker? visit concrete monolith border, get flick kick world subbuteo relive moment albion rover shocked motherwell scottish cup.",-0.0,-0.0,1.0,0.69906,0.748925,0.7986549999999999,0.8483499999999999,0.9862899236091601,0.004607601306935453,0.03787259770360749,0.587774057384749,0.221173084263988
69,Documentaries,"Amazing Hotels: Life Beyond the Lobby - Series 1: 1. Marina Bay Sands, Singapore","BBC, iPlayer, TV, Amazing Hotels: Life Beyond the Lobby, Series 1: 1. Marina Bay Sands, Singapore",12,infrequent strong language,Giles Coren and Monica Galetti join the vast workforce at Singapores Marina Bay Sands.,,59 mins,3542,9pm 27 Mar 2017,"Giles Coren and Monica Galetti join the 9,500-strong workforce in one of the world's biggest hotels - Singapore's Marina Bay Sands.",https://ichef.bbci.co.uk/images/ic/1200x675/p04xjygh.jpg,70,"Amazing Hotels: Life Beyond the Lobby - Series 1: 1. Marina Bay Sands, SingaporeGiles Coren and Monica Galetti join the 9,500-strong workforce in one of the world's biggest hotels - Singapore's Marina Bay Sands.Giles Coren and Monica Galetti join the vast workforce at Singapores Marina Bay Sands.infrequent strong language","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.891}",0.891,Very positive,0.9985,0.9881,"In the first episode of this eye-opening series, Giles Coren and Monica Galetti join the 9,500-strong workforce in one of the world's biggest hotels - Singapore's Marina Bay Sands. This epic hotel caters for one million guests every year, cost £3.5 billion to build and was created as part of a government plan to triple tourist income to Singapore within ten years. The jewel in its crown is the longest elevated infinity pool in the world, the size of three Olympic swimming pools. As pool attendants, Giles and Monica discover the marathon laundry process that cleans tens of thousands of towels per day. One of the most surprising places unearthed is its high-tech uniform store, which supplies 160,000 pieces of uniform with 600 different designs.Giles and Monica explore extraordinary places beyond the lobby that the public never sees. Giles smartens up and joins the butlers team, led by an ex-Singapore special forces officer, whilst Monica dives into the fray with the 600-strong catering team servicing 60 restaurants, ranging from Brazilian, Chinese and French to Japanese, learning the intricate art of dim sum creation. Giles auditions for a role as a car valet in a Ferrari parked in the 20-square-kilometre car park, while Monica slaves over an eight-course tasting menu for 1,400 dinner guests. They also spend time with their new co-workers at home, uncovering inspiring, heartwarming stories about their lives beyond the hotel walls.","first episode eye-opening series, giles coren monica galetti join 9,500-strong workforce one world 's biggest hotel- singapore 's marina bay sand. epic hotel caters one million guest every year, cost £3.5 billion build created part government plan triple tourist income singapore within ten year. jewel crown longest elevated infinity pool world, size three olympic swimming pool. pool attendant, giles monica discover marathon laundry process clean ten thousand towel per day. one surprising place unearthed high-tech uniform store, supply 160,000 piece uniform 600 different designs.giles monica explore extraordinary place beyond lobby public never see. giles smartens join butler team, led ex-singapore special force officer, whilst monica dive fray 600-strong catering team servicing 60 restaurant, ranging brazilian, chinese french japanese, learning intricate art dim sum creation. giles audition role car valet ferrari parked 20-square-kilometre car park, monica slave eight-course tasting menu 1,400 dinner guest. also spend time new co-worker home, uncovering inspiring, heartwarming story life beyond hotel wall.",-0.0,-0.3333333333333333,0.57,0.51832,0.5760583333333333,0.6547016666666666,0.732825,0.987551163160359,0.0,0.0,0.6600780079368676,0.22002600264562253
168,Comedy,Limmy's Show - Series 1: Episode 4,"BBC, iPlayer, TV, Limmys Show, Series 1: Episode 4",15,strong language,Hard-bitten ex-junkie Jacqueline McCafferty wants a family portrait for her living room.,1.0,29 mins,1751,10pm 1 Feb 2010,Hard-bitten ex-junkie Jacqueline McCafferty wants a family portrait for her living room and primary school power broker Wee Gary offers solutions to embarrassing problems.,https://ichef.bbci.co.uk/images/ic/1200x675/p08vt0tg.jpg,169,Limmy's Show - Series 1: Episode 4Hard-bitten ex-junkie Jacqueline McCafferty wants a family portrait for her living room and primary school power broker Wee Gary offers solutions to embarrassing problems.Hard-bitten ex-junkie Jacqueline McCafferty wants a family portrait for her living room.strong language,"{'neg': 0.063, 'neu': 0.896, 'pos': 0.041, 'compound': -0.2263}",-0.2263,Neutral,0.9985,0.972,"More arresting comedy.Hard-bitten ex-junkie Jacqueline McCafferty wants a family portrait for her living room, primary school power broker Wee Gary offers solutions to embarrassing problems at a price, urban menace John Paul chases his next victim to the toilet, and Limmy has a nightmare.","arresting comedy.hard-bitten ex-junkie jacqueline mccafferty want family portrait living room, primary school power broker wee gary offer solution embarrassing problem price, urban menace john paul chase next victim toilet, limmy nightmare.",-0.0,-0.5,0.21,0.38210000000000005,0.44320000000000004,0.5424,0.6402749999999999,0.9875217818003379,0.0,0.0,0.6583936424251036,0.21946454747503452
80,Documentaries,Caribbean with Simon Reeve - Episode 2,"BBC, iPlayer, TV, Caribbean with Simon Reeve, Episode 2",12,drug references,"Simon Reeve continues his journey in Barbados, St Vincent, Venezuela and Colombia.",3.0,59 mins,3560,8pm 29 Mar 2015,"Travel series. The second leg of Simon Reeve's journey around the Caribbean Sea takes him from the beautiful island of Barbados to St Vincent, Venezuela and Colombia.",https://ichef.bbci.co.uk/images/ic/1200x675/p02lbjpt.jpg,81,"Caribbean with Simon Reeve - Episode 2Travel series. The second leg of Simon Reeve's journey around the Caribbean Sea takes him from the beautiful island of Barbados to St Vincent, Venezuela and Colombia.Simon Reeve continues his journey in Barbados, St Vincent, Venezuela and Colombia.drug references","{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.5994}",0.5994,Positive,0.9989,0.9559,"The second leg of Simon Reeve's journey around the Caribbean Sea sees him start at beautiful islands and travel along the coast of South America. On the beautiful and wealthy island of Barbados, he meets the owner of a traditional chattel house who has turned down offers of millions of dollars from luxury property developers and dives the reef on a hunt for invading lionfish which are disrupting the delicate ecosystem. On the green volcanic slopes of St Vincent, Simon meets the marijuana growers hoping, like their prime minister, that the drug will soon be decriminalised. Venezuela is one of the most turbulent countries in the Caribbean and from a high-rise slum in Caracas to the lawless border lands, Simon tries to work out how a country so rich in oil has fallen so low. Ending his epic journey in Colombia, Simon gains rare access to the Kogi - an indigenous people who have maintained their traditional forest lifestyle in the face of an encroaching and damaging modern world.","second leg simon reeve 's journey around caribbean sea see start beautiful island travel along coast south america. beautiful wealthy island barbados, meet owner traditional chattel house turned offer million dollar luxury property developer dive reef hunt invading lionfish disrupting delicate ecosystem. green volcanic slope st vincent, simon meet marijuana grower hoping, like prime minister, drug soon decriminalised. venezuela one turbulent country caribbean high-rise slum caracas lawless border land, simon try work country rich oil fallen low. ending epic journey colombia, simon gain rare access kogi- indigenous people maintained traditional forest lifestyle face encroaching damaging modern world.",-0.010309278350515464,-0.5,0.57,0.4854136082474227,0.5459663402061856,0.6258140721649483,0.7035118041237113,0.9875200898705028,0.0,0.0,0.6582966479952788,0.21943221599842624
58,Films,Angel Face,"BBC, iPlayer, TV, Angel Face",PG,mild references to violence,A family chauffeur becomes embroiled in the murderous schemes of his employer.,1.0,87 mins,5242,1952,"Chilling drama about a family chauffeur (Robert Mitchum) who gets embroiled in the murderous schemes of his employer, a beautiful female psychopath (Jean Simmons).",https://ichef.bbci.co.uk/images/ic/1200x675/p08dts9j.jpg,59,"Angel FaceChilling drama about a family chauffeur (Robert Mitchum) who gets embroiled in the murderous schemes of his employer, a beautiful female psychopath (Jean Simmons).A family chauffeur becomes embroiled in the murderous schemes of his employer.mild references to violence","{'neg': 0.253, 'neu': 0.668, 'pos': 0.079, 'compound': -0.8625}",-0.8625,Very negative,0.9988,-0.9945,"Chilling drama about a family chauffeur (Robert Mitchum) who gets embroiled in the murderous schemes of his employer, a beautiful female psychopath (Jean Simmons).","chilling drama family chauffeur( robert mitchum) get embroiled murderous scheme employer, beautiful female psychopath( jean simmons).",-0.0,-0.25,0.71,0.17636000000000002,0.132885,0.004184999999999994,-0.22418,0.9874404198745127,0.0,0.0,0.653729351128419,0.217909783709473
177,Comedy,Citizen Khan - Series 5: 3. Funeral,"BBC, iPlayer, TV, Citizen Khan, Series 5: 3. Funeral",12,mild bad language,Tragedy strikes the Khan household.,2.0,28 mins,1653,8:30pm 25 Nov 2016,"Sitcom. Tragedy strikes the Khan household, but things start looking up for Mr Khan when discovers he might be able to find an investor for his new invention.",https://ichef.bbci.co.uk/images/ic/1200x675/p04gk7w4.jpg,178,"Citizen Khan - Series 5: 3. FuneralSitcom. Tragedy strikes the Khan household, but things start looking up for Mr Khan when discovers he might be able to find an investor for his new invention.Tragedy strikes the Khan household.mild bad language","{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.9091}",-0.9091,Very negative,-0.9174,-0.9988,"Tragedy strikes the Khan household, as Amjad's bewigged father, Mr Malik, is knocked down and killed by the number 37 bus. The real tragedy for Mr Khan is that the grief-stricken Mrs Malik is staying with them and comfort eating him out of house and home. But when Mr Khan discovers he might be able to find an investor for his new invention amongst the funeral mourners, he throws himself into the burial arrangements.","tragedy strike khan household, amjad 's bewigged father, mr malik, knocked killed number 37 bus. real tragedy mr khan grief-stricken mr malik staying comfort eating house home. mr khan discovers might able find investor new invention amongst funeral mourner, throw burial arrangement.",-0.0,-0.3333333333333333,0.57,-0.26224000000000003,-0.3038466666666667,-0.42389333333333334,-0.54801,0.9873180327155546,0.0,0.0,0.646713177966781,0.2155710593222603
201,Signed,The Next Step - Series 4: 14. I Can't Go For That - Signed,"BBC, iPlayer, TV, The Next Step, Series 4: 14. I Cant Go For That",U,"language, threat","Riley has to choose a date for a gala, and Skylar struggles to fit in with A-Troupe.",3.0,22 mins,1302,4:30pm 31 Oct 2016,"Reality-style drama series. Riley has to choose a date for an industry gala, Skylar struggles to fit in with A-Troupe, and LaTroy has a very confusing day.",https://ichef.bbci.co.uk/images/ic/1200x675/p04dbg13.jpg,202,"The Next Step - Series 4: 14. I Can't Go For That - SignedReality-style drama series. Riley has to choose a date for an industry gala, Skylar struggles to fit in with A-Troupe, and LaTroy has a very confusing day.Riley has to choose a date for a gala, and Skylar struggles to fit in with A-Troupe.language, threat","{'neg': 0.178, 'neu': 0.738, 'pos': 0.084, 'compound': -0.6801}",-0.6801,Negative,0.9929,-0.9957,"Riley has to choose a date for an industry gala, Skylar struggles to fit in with A-Troupe, and LaTroy has a very confusing day.","riley choose date industry gala, skylar struggle fit a-troupe, latroy confusing day.",-0.0,-0.0,1.0,0.29944000000000004,0.24965500000000002,0.10008499999999998,-0.14891500000000002,0.9873163728456122,0.0,0.0,0.6466180214565611,0.21553934048552037
140,Entertainment,Top Gear - Series 4: Episode 8,"BBC, iPlayer, TV, Top Gear, Series 4: Episode 8",15,contains mild violence and language,"The trio test a Ford GT40, Maserati Quattroporte and Toyota Prius. With Martin Clunes.",1.0,59 mins,3534,8pm 18 Jul 2004,"The trio look at the new Ford GT40, Maserati Quattroporte and Toyota Prius, and have a diesel versus petrol hot hatch race. Martin Clunes is this week�s guest star.",https://ichef.bbci.co.uk/images/ic/1200x675/p09t2d3c.jpg,141,"Top Gear - Series 4: Episode 8The trio look at the new Ford GT40, Maserati Quattroporte and Toyota Prius, and have a diesel versus petrol hot hatch race. Martin Clunes is this week�s guest star.The trio test a Ford GT40, Maserati Quattroporte and Toyota Prius. With Martin Clunes.contains mild violence and language","{'neg': 0.078, 'neu': 0.888, 'pos': 0.034, 'compound': -0.5106}",-0.5106,Negative,0.9985,0.913,"The trio look at the new Ford GT40, Maserati Quattroporte and Toyota Prius, and have a diesel versus petrol hot hatch race. Martin Clunes is this week�s guest star.","trio look new ford gt40, maserati quattroporte toyota prius, diesel versus petrol hot hatch race. martin clunes week�s guest star.",-0.0,-0.4,0.21,0.38530000000000003,0.44095,0.53175,0.618275,0.9846876942669839,0.008865729675727737,0.07287267083034422,0.49592194965489256,0.21388909710519366
233,Science & Nature,Extra Life: A Short History of Living Longer - Series 1: 2. Medical Drugs,"BBC, iPlayer, TV, Extra Life: A Short History of Living Longer, Series 1: 2. Medical Drugs",,clean,How antibiotics and antiviral drugs underpin efforts to find treatments for new diseases.,1.0,53 mins,3186,10pm 25 May 2021,Documentary series about the effect of medicine on life expectancy. How knowledge gained from the discovery of antibiotics and antiviral drugs underpins efforts to find treatments for new diseases.,https://ichef.bbci.co.uk/images/ic/1200x675/p09hsz62.jpg,234,Extra Life: A Short History of Living Longer - Series 1: 2. Medical DrugsDocumentary series about the effect of medicine on life expectancy. How knowledge gained from the discovery of antibiotics and antiviral drugs underpins efforts to find treatments for new diseases.How antibiotics and antiviral drugs underpin efforts to find treatments for new diseases.clean,"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.3818}",0.3818,Positive,0.9988,0.9973,"Inventions that combat illness directly are relatively recent breakthroughs in humanity’s fight against life-shortening disease. In this episode, Steven Johnson and David Olusoga explore the remarkable and often unsung work that has led to major medical advances.Alexander Fleming's famous discovery of antibiotics was followed – in the midst of World War II – by the rollout of the manufacture of penicillin at scale, so that lives might be saved at a global level. Pioneering rational drug design in the 1980s led to the development of antiviral drugs for HIV and other previously untreatable diseases.This knowledge – how to produce safe, effective drugs – now underpins efforts to find treatments for new diseases, such as Covid-19, today.","invention combat illness directly relatively recent breakthrough humanity ’ fight life-shortening disease. episode, steven johnson david olusoga explore remarkable often unsung work led major medical advances.alexander fleming 's famous discovery antibiotic followed – midst world war ii – rollout manufacture penicillin scale, life might saved global level. pioneering rational drug design 1980s led development antiviral drug hiv previously untreatable diseases.this knowledge – produce safe, effective drug – underpins effort find treatment new disease, covid-19, today.",-0.05333333333333334,-0.0,,,,,,0.9861400821007653,0.003762684156809448,0.03092772439796039,0.5791839897775759,0.21367981285783222
150,Entertainment,Susan Calman's Happy Space - Series 1: Episode 3,"BBC, iPlayer, TV, Susan Calmans Happy Space, Series 1: Episode 3",15,strong language,Susan Calman celebrates the unique things that bring people joy. With Jordan Young.,3.0,28 mins,1680,8:30pm 1 Apr 2021,"Susan Calman celebrates the unique things that bring people joy. Two contributors pitch their passion, and Susan picks one to try out. Susan is joined by Jordan Young.",https://ichef.bbci.co.uk/images/ic/1200x675/p09chxyv.jpg,151,"Susan Calman's Happy Space - Series 1: Episode 3Susan Calman celebrates the unique things that bring people joy. Two contributors pitch their passion, and Susan picks one to try out. Susan is joined by Jordan Young.Susan Calman celebrates the unique things that bring people joy. With Jordan Young.strong language","{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.9709}",0.9709,Very positive,0.9988,0.972,"Susan Calman celebrates the unique things that bring people joy. Two contributors pitch their passion, and Susan picks one to try out. Susan is joined by Jordan Young.","susan calman celebrates unique thing bring people joy. two contributor pitch passion, susan pick one try. susan joined jordan young.",-0.0,-0.5,0.21,0.38216000000000006,0.44326,0.5424599999999999,0.64032,0.9872062777324255,0.0,0.0,0.6403065228896878,0.21343550762989594
49,Films,Man on the Moon,"BBC, iPlayer, TV, Man on the Moon",15,contains strong language,"Biopic of controversial comedian and star of Taxi and Saturday Night Live, Andy Kaufman.",3.0,110 mins,6578,1999,"Biopic of controversial comedian Andy Kaufman. Star of Taxi and Saturday Night Live, Kaufman's unorthodox humour was often misunderstood. With Jim Carrey and Courtney Love.",https://ichef.bbci.co.uk/images/ic/1200x675/p05mwz8b.jpg,50,"Man on the MoonBiopic of controversial comedian Andy Kaufman. Star of Taxi and Saturday Night Live, Kaufman's unorthodox humour was often misunderstood. With Jim Carrey and Courtney Love.Biopic of controversial comedian and star of Taxi and Saturday Night Live, Andy Kaufman.contains strong language","{'neg': 0.112, 'neu': 0.672, 'pos': 0.216, 'compound': 0.765}",0.765,Very positive,0.9958,-0.9831,"Biopic of controversial comedian Andy Kaufman, starring Jim Carrey. Star of Taxi and Saturday Night Live, Kaufman was a troubled individual for whom the boundaries of reality and stage performance were often blurred. Frequently misunderstood, even by those closest to him, he remained a strictly maverick entertainer until his untimely death from lung cancer in 1984.","biopic controversial comedian andy kaufman, starring jim carrey. star taxi saturday night live, kaufman troubled individual boundary reality stage performance often blurred. frequently misunderstood, even closest, remained strictly maverick entertainer untimely death lung cancer 1984.",-0.02857142857142857,-0.3333333333333333,0.21,0.011254285714285717,-0.028853095238095205,-0.12861547619047617,-0.32732285714285714,0.9871665820466402,0.0,0.0,0.6380308609034842,0.2126769536344947
134,Sports,Scrum V - Live: 2021/2022: Sharks v Scarlets,"BBC, iPlayer, TV, Scrum V, Live: 2021/2022: Sharks v Scarlets",U,clean,Catrin Heledd presents live URC coverage of Sharks v Scarlets from Kings Park Stadium.,,131 mins,7862,5pm 11 Mar 2022,Catrin Heledd presents live URC coverage of Sharks v Scarlets from Kings Park Stadium. Studio guests include Ryan Jones and Nigel Owens.,https://ichef.bbci.co.uk/images/ic/1200x675/p0btpf10.jpg,135,Scrum V - Live: 2021/2022: Sharks v ScarletsCatrin Heledd presents live URC coverage of Sharks v Scarlets from Kings Park Stadium. Studio guests include Ryan Jones and Nigel Owens.Catrin Heledd presents live URC coverage of Sharks v Scarlets from Kings Park Stadium.clean,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.9981,0.9973,Catrin Heledd presents live URC coverage of Sharks v Scarlets from Kings Park Stadium. Studio guests include Ryan Jones and Nigel Owens.,catrin heledd present live urc coverage shark v scarlet king park stadium. studio guest include ryan jones nigel owen.,-0.0,-0.0,1.0,0.69908,0.748945,0.798675,0.848365,0.9861275667256529,0.003456699953671103,0.02841265943092986,0.578466512227493,0.2117639436964509
19,CBBC,Shaun the Sheep - Series 5: 20. Sheep Farmer,"BBC, iPlayer, TV, Shaun the Sheep, Series 5: 20. Sheep Farmer",U,clean,Timmy sees a particularly grumpy farmer giving one of the flock a hard time.,,7 mins,420,3:50pm 18 Nov 2016,"Animated Series. When Timmy sees a farmer giving one of the flock a hard time, he decides to show him what it's like to be a sheep.",https://ichef.bbci.co.uk/images/ic/1200x675/p0723hjb.jpg,20,"Shaun the Sheep - Series 5: 20. Sheep FarmerAnimated Series. When Timmy sees a farmer giving one of the flock a hard time, he decides to show him what it's like to be a sheep.Timmy sees a particularly grumpy farmer giving one of the flock a hard time.clean","{'neg': 0.059, 'neu': 0.786, 'pos': 0.155, 'compound': 0.6705}",0.6705,Positive,0.9934,0.9973,"When Timmy sees a particularly grumpy farmer giving one of the flock a hard time, he decides to give him an idea of what it's like to be a sheep. But when the time comes to have the old farmer back, things aren't quite so simple.","timmy see particularly grumpy farmer giving one flock hard time, decides give idea 's like sheep. time come old farmer back, thing n't quite simple.",-0.0,-0.0,1.0,0.69814,0.748005,0.7977349999999999,0.84766,0.9858672931038267,0.004043238283987404,0.03323376454442533,0.5635456266077412,0.2100043852321973
79,Documentaries,A Dangerous Dynasty: House of Assad - Series 1: Episode 2,"BBC, iPlayer, TV, A Dangerous Dynasty: House of Assad, Series 1: Episode 2",15,"disturbing images, violence","Bashar is now president, but the family are embroiled in a murder investigation.",2.0,59 mins,3552,9pm 16 Oct 2018,"The story of the Assad dynasty. Bashar is now president and his wife is first lady, but they face problems on all sides and their regime is accused of killing a political enemy.",https://ichef.bbci.co.uk/images/ic/1200x675/p06nl5xs.jpg,80,"A Dangerous Dynasty: House of Assad - Series 1: Episode 2The story of the Assad dynasty. Bashar is now president and his wife is first lady, but they face problems on all sides and their regime is accused of killing a political enemy.Bashar is now president, but the family are embroiled in a murder investigation.disturbing images, violence","{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.9829}",-0.9829,Very negative,-0.9888,-0.996,"Three-part series delving into the story of the Assad dynasty. Right at the centre of it are President Bashar and his wife Asma, who met and fell in love in London. Bashar al-Assad trained to be an eye doctor at St Mary's Hospital in Paddington and Asma was a British-born girl from a Syrian family with a career in investment banking. Over a decade ago, they were being welcomed with open arms in Britain. Today, they are entrenched in a brutal war that has led to some of the most horrifying crimes of modern times. Told through rarely seen footage and testimony of those who knew them, worked with them and studied them, the series explores how the couple, who at first were seen as a modernising force, ended up running a regime accused of war crimes.In episode two, Bashar Assad is now president of Syria. His glamorous wife Asma is now first lady. Both are faced with a number of problems. Asma's in-laws don't like the idea of her being first lady and want to keep her out of the limelight. An angry president of the United States names Syria as part of the axis of evil and the United Nations issue resolutions that Bashar's family want him to ignore. The Assads soon find themselves at the centre of a murder investigation, as one of their political enemies is blown up in a car bomb. With rare footage of Bashar and Asma, this episode takes us from the opening of their opera house in Damascus to the massacre of prisoners in Syria's biggest jail.","three-part series delving story assad dynasty. right centre president bashar wife asma, met fell love london. bashar al-assad trained eye doctor st mary 's hospital paddington asma british-born girl syrian family career investment banking. decade ago, welcomed open arm britain. today, entrenched brutal war led horrifying crime modern time. told rarely seen footage testimony knew, worked studied, series explores couple, first seen modernising force, ended running regime accused war crimes.in episode two, bashar assad president syria. glamorous wife asma first lady. faced number problem. asma 's in-law n't like idea first lady want keep limelight. angry president united state name syria part axis evil united nation issue resolution bashar 's family want ignore. assads soon find centre murder investigation, one political enemy blown car bomb. rare footage bashar asma, episode take u opening opera house damascus massacre prisoner syria 's biggest jail.",-0.02112676056338028,-0.3333333333333333,0.21,-0.38712901408450706,-0.42806751173708923,-0.5293060093896713,-0.6309045070422535,0.9869772365917083,0.0,0.0,0.6271761232783817,0.20905870775946056
45,Films,Versus - The Life and Films of Ken Loach,"BBC, iPlayer, TV, Versus - The Life and Films of Ken Loach",12,infrequent strong language,"Ken Loach reflects on his career, with comments from colleagues, friends and family.",1.0,90 mins,5371,2015,"Biographical documentary. Ken Loach reflects on his often controversial career, with comments from colleagues, friends and family.",https://ichef.bbci.co.uk/images/ic/1200x675/p0b5vn0y.jpg,46,"Versus - The Life and Films of Ken LoachBiographical documentary. Ken Loach reflects on his often controversial career, with comments from colleagues, friends and family.Ken Loach reflects on his career, with comments from colleagues, friends and family.infrequent strong language","{'neg': 0.04, 'neu': 0.751, 'pos': 0.21, 'compound': 0.8271}",0.8271,Very positive,0.9987,0.9881,"Ken Loach, who has been making socially aware dramas and documentaries for over 50 years, reflects on his often controversial career, with comments from colleagues, friends and family. Successes like Cathy Come Home, Kes and Palm d'Or winning The Wind that Shakes the Barley are matched by tales of projects shelved or pilloried, a stage play cancelled during rehearsals, and a personal tragedy.","ken loach, making socially aware drama documentary 50 year, reflects often controversial career, comment colleague, friend family. success like cathy come home, kes palm d'or winning wind shake barley matched tale project shelved pilloried, stage play cancelled rehearsal, personal tragedy.",-0.0,-0.3333333333333333,0.57,0.51836,0.5760983333333334,0.6547416666666666,0.732855,0.9869373557874629,0.0,0.0,0.6248898488784107,0.20829661629280358
